"source","left_context","verb","right_context","korpus","gender","verbform","verbform_factor","korpus_factor","gender_factor"
"Kukaččí vejce; Odrodilec","- notělý druhému , "" a já ti za to","děkuju",". Potřebovals den volna . Naneštěstí se práce jen zpomalila","written","f","u","u","written","f"
"Kukaččí vejce; Odrodilec",", a doufejme , že se vrátí . Mnohokrát vám","děkuju",". "" Oba Ceremyoni se pak obrátili a vzlétli .","written","f","u","u","written","f"
"Mládí v hajzlu 4","placené za celý den . "" "" Tak to moc","děkuju","... slečno Carlotto ... A vám hodně štěstí ... slečno","written","f","u","u","written","f"
"Mládí v hajzlu 4",". "" "" Dík , Nicku . A taky ti","děkuji","za tu pochvalnou erekci . Kéž by Paulo ke mně","written","f","i","i","written","f"
"Mládí v hajzlu 4","žes okrádala stařenky . "" "" To ti fakt moc","děkuju",", Franku . "" "" Nevěděl sem , co říct","written","f","u","u","written","f"
"Mládí v hajzlu 4","její třpytivě fialovej pohled značně potemněl . "" Jé ,","děkuju",", tos nemusel , Ricku , "" poměrně rychle se","written","f","u","u","written","f"
"Mládí v hajzlu 4","smečka divoký pes . "" "" Aha . Moc vám","děkuju","za informace . "" O deset minut pozdějc sem už","written","f","u","u","written","f"
"Superhrdina Max","stoupl . "" Asi máte pravdu . Ale stejně vám","děkuju",". Promiňte , že jsem vás obral o váš čas","written","f","u","u","written","f"
"Úterní erotický klub","Karlsenové , Antonelle Hartelové a Michael Rosenové . A také","děkuji","Adamu Chromymu , který si mě vybral z hloučku nadějných","written","f","i","i","written","f"
"Úterní erotický klub","čtvrtka ? "" "" Ano ! Vyřiďte jí , že","děkuju",". "" "" Zapijeme to ? "" odepsal právník .","written","f","u","u","written","f"
"Úterní erotický klub","sedadla . "" To bylo fakt príma . Moc ti","děkuju",", tetičko Margot , "" povzdechl si spokojeně , ještě","written","f","u","u","written","f"
"Úterní erotický klub","taxíku přímo před Margotiným domem . "" A vám taky","děkuju",", kamarádky tetičky Margot . "" "" Rádo se stalo","written","f","u","u","written","f"
"Úterní erotický klub","Díky , "" řekla Aimee . "" Oběma vám moc","děkuju",". "" Povídaly si dlouho do noci a probraly stovky","written","f","u","u","written","f"
"Úterní erotický klub","? "" "" Né . Jenom tu polívku . Ale","děkuju",". "" Lux jí vrátila jídelníček . Servírka si s","written","f","u","u","written","f"
"Kouzlo noci svatojánské","Frances . Madam , “ obrátil sek Sophii , „","děkuji","za nádherný večer a vynikající večeři . Bohužel , jsem","written","f","i","i","written","f"
"Kouzlo noci svatojánské","se jít podívat na zbytek mých šatů . Velice vám","děkuju",", že jste mi se vším pomohla . Ach ,","written","f","u","u","written","f"
"Kouzlo noci svatojánské","vás , pane , že nic neobvyklého . Marcusi ,","děkuju","vám . Rozhodneme tu záležitost později . “ Marcus Carruthers","written","f","u","u","written","f"
"Kouzlo noci svatojánské","usmála . „ To by bylo milé , Otisi ,","děkuju",". Pane , nedal byste si šálek čaje ? “","written","f","u","u","written","f"
"Kouzlo noci svatojánské","něco , paní ? “ „ Ne , Rosie ,","děkuju",". Už můžete jít . “ Viděl , jak se","written","f","u","u","written","f"
"Kouzlo noci svatojánské","radši něco jiného ? “ „ N - ne ,","děkuju",". “ Zvedla skleničku a napila se . Hřejivá tekutina","written","f","u","u","written","f"
"Kouzlo noci svatojánské","odsekla . „ Zaplatím jim nové šaty sama . Nicméně","děkuju",", že mým sestrám dovolíte , aby bydlely ve vašem","written","f","u","u","written","f"
"Debora","Ne , rozhodně ne ! Pro mě jen limonádu ,","děkuji",". Potřebuji mít všechny smysly pohromadě v téhle soutěži .","written","f","i","i","written","f"
"Debora","přeji úspěch . "" "" Děkuji vám , Ravenscare ,","děkuji","! Byl jsem si jist , že se v tomto","written","f","i","i","written","f"
"Debora",". Dej si trochu piva . "" "" Nechci ,","děkuji",", "" odmítl netrpělivě Adrian . "" Jak jsem se","written","f","i","i","written","f"
"Debora","nebo bys něco pojedl ? "" "" Ó ne ,","děkuji","! Povečeřeli jsme v Hatfieldu , a teď jsem ještě","written","f","i","i","written","f"
"Debora",". "" "" Ne , ne , nechci nic ,","děkuji","! Jen si přečtěte dopis , prosím vás ! ""","written","f","i","i","written","f"
"Procitnutí",". Baculaté ženy se mu nelíbí . „ Ne ,","děkuji",", “ odmítla nakonec . „ A teď mě zaveďte","written","f","i","i","written","f"
"Procitnutí",". „ Chutná vám to ? “ „ Ano ,","děkuji",", chutná . “ Vrátila se k jídlu , teď","written","f","i","i","written","f"
"Procitnutí","majetku a snobismu vyslechla hrozné věci . „ Ne ,","děkuji","vám , počkám jako ostatní . “ Zamračila se ,","written","f","i","i","written","f"
"Procitnutí","ho za ruku . „ Ach Taylore , moc ti","děkuji",", žes mě sem vzal . Čím začneme ? Máš","written","f","i","i","written","f"
"Jumper",". "" Bylo mi trapně . "" Hm , moc","děkuju",". Já fakt … "" "" Poděkuješ mi později .","written","f","u","u","written","f"
"Jumper","neukázal . "" "" Díky , doktore . Moc vám","děkuju",". "" Zavěsil jsem . První impulz radil skočit pryč","written","f","u","u","written","f"
"Ztráty a lži","“ Proust vypadal dotčeně . „ Mnohokrát vám za to","děkuju",". Když už jste tak hovorný , třeba byste mi","written","f","u","u","written","f"
"Heisenbergovy oči","soulad pominul , všiml si Potter . „ Ne ,","děkuji",", “ řekl . Vzal si složku Durantových a zamířil","written","f","i","i","written","f"
"Zvěrolékař jde do boje","nemohla dělat vůbec nic . „ Tak vám moc pěkně","děkuju",", mladej pane , “ pravil farmář . „ Jste","written","f","u","u","written","f"
"Zvěrolékař jde do boje","najíst . “ „ Ne , ne , ne ,","děkuji",", musím tam zajet . “ Usmál se . „","written","f","i","i","written","f"
"Zvěrolékař jde do boje","jsem nevěřícně pohlédl do postýlky . „ Tak vám moc","děkuju",", paní Dewburnová . Bylo to od vás laskavé ,","written","f","u","u","written","f"
"Zvěrolékař jde do boje","„ Napijete se se mnou ? “ „ Jo ,","děkuju","vám . “ Namířil třaslavý prst na svou sklenici .","written","f","u","u","written","f"
"Zvěrolékař jde do boje","majitelů psů , kteří byli postiženi . Děkuji vám ...","děkuji","vám . Zajdeme za nimi a poptáme se v místních","written","f","i","i","written","f"
"Zvěrolékař jde do boje",". “ Napřáhl ruku . „ Tak vám tedy znovu","děkuji",", pane Herriote . Jsem Petr Gillard a tohle je","written","f","i","i","written","f"
"Zvěrolékař jde do boje","podstatně zhoršilo . “ Dychtivě kývl . „ Ano ,","děkuju",", pane doktor , moc vám děkuju . “ Siegfried","written","f","u","u","written","f"
"Zvěrolékař jde do boje","„ Ano , děkuju , pane doktor , moc vám","děkuju",". “ Siegfried lomozil ve skříňce a já jsem píchl","written","f","u","u","written","f"
"Zvěrolékař jde do boje","odporovat , a přijal peníze . „ Tak vám moc","děkuju",", pane Farnon . Vyvezu za to paničku na vejlet","written","f","u","u","written","f"
"Rodová znamení","je to od tebe velice milé , ale ne ,","děkuju",". Pro mě to není , takové psychodrama . “","written","f","u","u","written","f"
"Rodová znamení","ne ( lo ) , pomoc ( ezra ) a","děkuji","( toda ) . Když dohrajeme , tváří se ,","written","f","i","i","written","f"
"Rodová znamení","jsme domluveni , “ prohlásí . „ A teď vám","děkuju","za výborné jídlo , ale musím prchat , mám zkoušku","written","f","u","u","written","f"
"Rodová znamení",", ale pak , zrovna když se chystám říct jí","děkuju","a na shledanou , povídá : „ Byla bys tak","written","f","u","u","written","f"
"Rodová znamení","k autu a Johann jde bezeslova za nimi , žádné","děkuju","nebo sbohem , ani matce , ani Gretě , ani","written","f","u","u","written","f"
"Dvojí láska","co jste potřebovala ? “ „ Ano , našla ,","děkuju",", “ odpověděla Lauren a položila si kabelku a sako","written","f","u","u","written","f"
"Dvojí láska",". Stejně ho už nikdy neuvidí . „ No ,","děkuju","za všechno . Doufám , že prezident nezjistí , že","written","f","u","u","written","f"
"Dvojí láska","nezmění - udělala jsem na něj příšerný dojem . Ale","děkuju","za nabídku . “ O deset minut později Lauren zaplatila","written","f","u","u","written","f"
"Dvojí láska","usmál . „ Trochu kávy ! “ „ Ano ,","děkuju",". “ „ Za co ? “ chytila ho vesele","written","f","u","u","written","f"
"Dvojí láska",". „ Už jsem si kávu udělala , ale stejně","děkuju",", “ prohlásila Lauren odměřeně . S rostoucím neklidem si","written","f","u","u","written","f"
"Dvojí láska","Na shledanou , “ rozloučila se tiše . „ A","děkuji","vám . “ Potom vyšla z restaurace a už se","written","f","i","i","written","f"
"Na sklonku léta","nechám … měla jsem jen takový nápad … Moc vám","děkuju",". “ Oblékla jsem si plášť , sebrala kabelku a","written","f","u","u","written","f"
"Na sklonku léta","Lumleyová ti nepochybně udělá další . “ „ Ne ,","děkuju",". “ Přitáhla jsem si nízkou koženou stoličku a posadila","written","f","u","u","written","f"
"Královna z Provence","na svůj věk . “ „ Kvůli Isabelle za něj","děkuji","bohu , “ poznamenala Eleanor s opětovnou výčitkou . Bylo","written","f","i","i","written","f"
"Temná řeka","byste si čaj , Michaeli ? “ „ Ano ,","děkuji",". “ Paní Brewsterová vyjmula z malé skříňky mezi sedadly","written","f","i","i","written","f"
"Čarodějka Šestého měsíce",". Udělám to zítra . Ale moc vám za všechno","děkuju",". Především tobě , Roxy , “ řekla Nina a","written","f","u","u","written","f"
"Čarodějka Šestého měsíce","radostně skočili okolo krku . „ Dobře , dobře ,","děkuji",", “ řekla Nina dojatě , „ ale mám pro","written","f","i","i","written","f"
"Ameriko, Ameriko","koláčem . Byla ještě teplá . „ No tedy ,","děkuji","ti , Coreyi , ” řekla paní Metareyová . „","written","f","i","i","written","f"
"Ameriko, Ameriko","” otázala se jí moje žena . „ Ne ,","děkuji",", madam , ” odpověděla Trieste . Natáhla ruku a","written","f","i","i","written","f"
"Ameriko, Ameriko","skončil , ozval jsem se : „ Ještě jednou vám","děkuju",", pane McGoware . ” Z téže kapsy vytáhl další","written","f","u","u","written","f"
"Ameriko, Ameriko","bože , ” hlesla máma . „ Moc vám všem","děkuji",", ” řekl jsem , přestože Clara dosud stála za","written","f","i","i","written","f"
"Ameriko, Ameriko","na hodinky . „ Pane Metareyi , paní Metareyová ,","děkuji","vám . Byli jste na mého syna velice hodní .","written","f","i","i","written","f"
"Ameriko, Ameriko",", dokud jsme ve vzduchu . ” „ Ne ,","děkuji",". ” „ Je vidět , že máš rozum ,","written","f","i","i","written","f"
"Ameriko, Ameriko","času , ” odpověděla mi na to . „ Ale","děkuju",". ” „ Myslíte to zadání ? Nebo to ,","written","f","u","u","written","f"
"Ameriko, Ameriko","se na mě mohla podívat . „ Ale stejně ti","děkuju",". Je moc pěkný . ” „ Na místo v","written","f","u","u","written","f"
"Ameriko, Ameriko","o něj . To je prozatím vše . Mnohokrát Vám","děkuji",". Hodně jste pro mě znamenal . Trieste Druhý den","written","f","i","i","written","f"
"Elyonova země","Jak se vede rodině ? “ „ Velice dobře ,","děkuju",", “ štěbetal Murphy . „ Chceš je vidět ?","written","f","u","u","written","f"
"Zimní žár","pouze jeden , “ podotkla , „ a každý den","děkuji","Bohu , že to byl Conner , kdo přežil .","written","f","i","i","written","f"
"Zaříkávačka koní","o její břicho . Skoro jako by chtěl říct „","děkuji","“ . „ Počkej ! “ napomíná ho Zuzka .","written","f","i","i","written","f"
"Zaříkávačka koní","jak Zuzka v obličeji potupně zrudla . „ Ne ,","děkuji","! “ odpoví Zuzka rychle . „ Maminka mi zabalila","written","f","i","i","written","f"
"Detektiv Klubko","na kole , stojí venku před vchodem . A mnohokrát","děkuju","za přípitek k narozeninám ! “ „ Tak tedy pěkné","written","f","u","u","written","f"
"Detektiv Klubko","Pempersi ? “ ptá se sekretářka . „ Ne ,","děkuji",", mám už s někým smluvený oběd , “ odpoví","written","f","i","i","written","f"
"Upíří deníky","ale náladu někoho poslouchat . „ Jsem v pořádku ,","děkuju",". Zeptej se kohokoli okolo . Takže si můžeš přestat","written","f","u","u","written","f"
"Upíří deníky","mě i o moje záležitosti . Jsem v pořádku ,","děkuju",". “ Sdělení bylo víc než jasné . Matt se","written","f","u","u","written","f"
"Upíří deníky","“ zakončila a podala mu mísu . „ Ne ,","děkuji",". Ale dám si ještě kousek tohohle . “ Podržel","written","f","i","i","written","f"
"Upíří deníky","mu prosím tě , že jedu do penzionu . A","děkuju",". “ Přibouchla dvířka před jeho protesty a protočila motor","written","f","u","u","written","f"
"Rubínová pouta","ráno elegantním kostýmem . „ Ne , můžeš jít a","děkuji","ti . “ Žena neodpověděla a vyšla ven . Claudie","written","f","i","i","written","f"
"Vše končí láskou","důstojníka i nadále dlouhý nos . “ „ Opravdu vám","děkuji","za vaši galantní nabídku , “ zasmála se a uvažovala","written","f","i","i","written","f"
"Vše končí láskou","reagoval , kdyby ho vzala za slovo . „ A","děkuju","vám za vaši společnost při úvodních tancích . Bylo to","written","f","u","u","written","f"
"Vše končí láskou","krokem došla ke dveřím a otevřela je . „ A","děkuji",", že jste přišla . A teď mě prosím omluvte","written","f","i","i","written","f"
"Vše končí láskou","Stephene , “ pronesla tichým a vřelým hlasem , „","děkuju","ti . Ale já musím vést vlastní život , víš","written","f","u","u","written","f"
"Vše končí láskou",". „ Mám tě doprovodit ? “ „ Ne ,","děkuji",", Stephene , “ odmítla ho . „ Doprovodí mě","written","f","i","i","written","f"
"Vše končí láskou",". „ Ano , “ přikývl , „ a já","děkuju","tobě , Maggie . Ale nejspíš by bylo trochu únavné","written","f","u","u","written","f"
"Dobrý proti severáku","5 minut později Re : Aha , promiňte ! A","děkuju","za vysvětlení . Zdravím . E . R . O","written","f","u","u","written","f"
"Dobrý proti severáku","se sice ještě míň než nijak , ale přesto Vám","děkuji","za srdečný a nesmírně originální hromadný mail ! Abyste věděla","written","f","i","i","written","f"
"Dobrý proti severáku","a tady nemá co dělat . V každém případě Vám","děkuji","za Vaše osvěžující vyjádření . Bylo mi velkým potěšením bavit","written","f","i","i","written","f"
"Dobrý proti severáku","O 10 minut později Odp : Milá Emmi Rothnerová ,","děkuji","za Vaše humorné tipy . Nakonec ze mě ještě uděláte","written","f","i","i","written","f"
"Dobrý proti severáku","ze mě ještě uděláte vtipálka . A ještě víc Vám","děkuji","za test ! Dává mi možnost ukázat Vám , že","written","f","i","i","written","f"
"Dobrý proti severáku","se sice ještě míň než nijak , ale přesto Vám","děkuji","za srdečný a nesmírně originální hromadný mail ! Abyste věděla","written","f","i","i","written","f"
"Dobrý proti severáku",". O 10 minut později Odp : Tak dobře ,","děkuji","vám , Emmi ! Sejdeme se dnes večer ? Ale","written","f","i","i","written","f"
"Dobrý proti severáku","Zítra vám vysvětlím proč . Nezlobte se prosím . A","děkuji",", že jste mi chtěla pomoci . Moc si toho","written","f","i","i","written","f"
"Dobrý proti severáku",", Emmi , že mi rozumíte . Ještě jednou vám","děkuji",", že jste mě chtěla podržet . To byl velký","written","f","i","i","written","f"
"Dobrý proti severáku","Jsem velice spokojený tak , jak žiji . Přesto vám","děkuji","za námahu ! Ostatně : moc vás pozdravuje moje sestra","written","f","i","i","written","f"
"Dobrý proti severáku","O 8 minut později Re : Taky docela dobře ,","děkuju",". Až na to vedro . Je to normální ?","written","f","u","u","written","f"
"Dobrý proti severáku","O 20 minut později Odp : Ano , Emmi ,","děkuji",", naprosto v pořádku . To máte pravdu : 35","written","f","i","i","written","f"
"Smrt darebáka","zahradu , neudělal bych to . “ „ Jéé ,","děkuju",", Tome . “ Přejela si tvář jeho rukou .","written","f","u","u","written","f"
"Smrt darebáka","víc , než jen otrocky kopírovat nápady druhých lidí ,","děkuju","vám pěkně . ) Ačkoliv Barnaby ze zvyku protestoval ,","written","f","u","u","written","f"
"Smrt darebáka","se : „ A nazpátek nic ? “ „ To","děkuju","pěkně , “ obořil se na ni muž . „","written","f","u","u","written","f"
"Smrt darebáka",", “ popřála Dierdre oranžovému záhybu látky . „ A","děkuju","vám . “ Ještě se naposledy podívala na tatínka ,","written","f","u","u","written","f"
"Smrt darebáka","krabičku . „ Ne ve službě , paní Carmichaelová ,","děkuju",". “ „ Jejda . Já myslela , že jenom","written","f","u","u","written","f"
"Smrt darebáka","je v pořádku ? “ „ Á … ano …","děkuju",". “ Zatímco čekal na šéfinspektora , byl Colin v","written","f","u","u","written","f"
"Smrt darebáka","něco nabídnout … třeba čaj ? “ „ Ne ,","děkuju",", Dierdre . Teď ne . “ David se posadil","written","f","u","u","written","f"
"Smrt darebáka","vlastním autě . V svém volném čase . To tedy","děkuju","pěkně . Troy si všiml šéfova obočí , které dnes","written","f","u","u","written","f"
"Miserere",". „ Dáte si kávu ? “ „ Ne ,","děkuju",". “ Bokobza posunul ke Kasdanovi školní židli . „","written","f","u","u","written","f"
"Miserere","jeden klíč sundala . Kasdan ho popadl se stručným ‚","děkuju","‘ a utíkal k výtahům . O deset minut později","written","f","u","u","written","f"
"Hypnotizér","že bych vám třeba mohl pomoct ? “ „ Pěkně","děkuju",", “ odvětil Sorab obrácený k oknu . „ To","written","f","u","u","written","f"
"Hypnotizér","povolení … ano , stejná adresa . Jo . Mockrát","děkuju",". “ Kennet ukončí rozhovor a hledí do tmy za","written","f","u","u","written","f"
"Hypnotizér","na nic nepamatuju . “ „ Dobře , moc vám","děkuju",", “ řekne Joona a sklopí hlavu . Tobias se","written","f","u","u","written","f"
"Hypnotizér","pokusila usmát bez pohnutí obličejových svalů . „ Ne ,","děkuju",", “ pronesla najednou . „ Nemusíš mě zvát na","written","f","u","u","written","f"
"Hypnotizér","To je od tebe strašně milé , Majo . Mockrát","děkuju",". “ Položil jsem dalekohled opatrně zpět do krabičky a","written","f","u","u","written","f"
"Hypnotizér","vyndá tužku a cosi píše na lístek . „ Mockrát","děkuju",". “ Zapne levý blinkr a zamíří na vozovku .","written","f","u","u","written","f"
"Hypnotizér","dodat ? “ „ Ne . “ „ Pak vám","děkuji","za spolupráci a prohlašuji výslech za skončený , “ prohlásí","written","f","i","i","written","f"
"Hypnotizér","blok a náčrtek si do něj obkreslí . Simona zašeptá","děkuju","a všichni se obrátí k autu . Stařeček se otočí","written","f","u","u","written","f"
"Prokletí džinů",". „ Ještě trochu víc , prosím , Johne ,","děkuji",". “ Pan Larr se ozbrojil zrcátkem , které mělo","written","f","i","i","written","f"
"Prokletí džinů","si dal ještě kousek sýru brie . „ Ne ,","děkuji",", “ odmítl a významně se podíval na dvojčata .","written","f","i","i","written","f"
"Prokletí džinů","ti svou adresu . Rozumíš ? “ „ Ano ,","děkuji",", pane . “ Od schodiště k nim dolehly blížící","written","f","i","i","written","f"
"Červené sárí",", jak sedí vedle Mahátmy . „ Opravdu vám velice","děkuji",", že jste na mě mysleli pro tuto funkci .","written","f","i","i","written","f"
"Červené sárí","protože raději zůstávají v anonymitě . Z celého srdce jim","děkuji","za poskytnuté informace , bez nichž by nebylo možné napsat","written","f","i","i","written","f"
"Červené sárí","čas na rozptýlení mých pochybností a korekci textu . Také","děkuji","Evě Borreguerové a Álvaru Enterríovi za jejich podrobné a důvtipné","written","f","i","i","written","f"
"Objevení nebe","nějaké nemožné jméno . “ Políbil ji . „ Moc","děkuju",". Z tohohle dárku mám velikou radost . “ 22","written","f","u","u","written","f"
"Objevení nebe","Jak ses vyspal ? “ „ Výborně . A moc","děkuju",", že jste mi zas dala dohromady ty moje hadry","written","f","u","u","written","f"
"Objevení nebe","to nedochází . „ Ne , “ řekl , „","děkuju","… “ Hledal slova . „ Musím jít . “","written","f","u","u","written","f"
"Objevení nebe","na Helgu , která prostírala . „ Ještě jednou pěkně","děkuju",". “ Helga se ohlédla a Max se zdvořile uklonil","written","f","u","u","written","f"
"Dokonalý jed","šálek čaje , pomyslel si . „ Ani jedno ,","děkuji",", “ pronesl stále trochu strohým hlasem . Snažil se","written","f","i","i","written","f"
"Dokonalý jed","Rivertone ? “ zeptala se Patricie . „ Ano ,","děkuji","vám , slečno McDanielová . “ Oslněný Riverton zvedl svůj","written","f","i","i","written","f"
"Dokonalý jed","zeptala se Patricie a zvedla konvici . „ Ano ,","děkuji",", dám si rád . “ Posadil se do čela","written","f","i","i","written","f"
"Reinkarnovaný","do nemocnice ? “ Zavrtěla hlavou . „ Ne ,","děkuji",". Nic mi není . “ „ Máte někoho ,","written","f","i","i","written","f"
"Reinkarnovaný","problematiky a velkorysost . Za rady a podporu na blogu","děkuji","Maře Nathanové , Jenn Riskové , Barrymu Eislerovi , Dianě","written","f","i","i","written","f"
"Reinkarnovaný","z asociace International Thriller Writers a Carol Fitzgeraldové . Velice","děkuji","i každému knihkupci , knihovníku a čtenáři . A nesmím","written","f","i","i","written","f"
"Ztracená oáza","a ostražitě se ohlédla . „ Káhira . Ano ,","děkuji","vám . Káhira . “ Rychle zamířila k sedadlu pro","written","f","i","i","written","f"
"Ztracená oáza","to naléhavé , Molly , opravdu naléhavé . Fajn ,","děkuju",". “ Vzkaz skončil . Přehrála si jej znovu ,","written","f","u","u","written","f"
"Ztracená oáza","a pohladil ji po rameni . „ Naopak – já","děkuji","vám . Udělala jste starému kriminálníkovi ohromnou radost . “","written","f","i","i","written","f"
"Ztracená oáza","„ Děkuju vám , “ opakovala . „ Mockrát vám","děkuju",". “ Znovu se usmál , ještě jednou ji pohladil","written","f","u","u","written","f"
"Ztracená oáza",", že můj kolega ve Státech už … Výborně ,","děkuji",", jste velmi laskav . Takže mi jen dovolte ,","written","f","i","i","written","f"
"Ztracená oáza","udělali . Co jste udělali pro nás oba . Ale","děkuji","vám . “ Sajíd jen mírně kývl hlavou , naklonil","written","f","i","i","written","f"
"Milenec z věčnosti","Přesněji : tím vážným průšvihem bude on sám . Pěkně","děkuju",", Stvořitelko . Narodil se jako živá dynamitová rozbuška ,","written","f","u","u","written","f"
"Milenec z věčnosti","se , “ zadeklamoval Butch . „ Ale stejně ti","děkuju",". “ Když se černý automobil odlepil od chodníku ,","written","f","u","u","written","f"
"Nové začátky","ke dveřím a pak se otočil . „ A taky","děkuju",", že jste řekla manželovi , aby přišel na trénink","written","f","u","u","written","f"
"Nové začátky","zamávala Calovi a ten z jejich rtů odezíral neslyšné „","děkuju","“ . Vycouval z příjezdové cesty zpátky na silnici ,","written","f","u","u","written","f"
"Nové začátky","Jen jsem chtěla , abyste věděl , jak moc vám","děkuju","za vaši páteční pomoc . “ „ Co Tyler ,","written","f","u","u","written","f"
"Nové začátky","A měla bych sebou hodit . “ „ Moc ti","děkuju",", žes přišla , “ řekla jí Dana Sue .","written","f","u","u","written","f"
"Nové začátky","Cal má fantazie až dost i bez takových věcí ,","děkuju","pěkně . Už jsme spolu měli několik opravdických rande a","written","f","u","u","written","f"
"Indická nevěsta","naučil trochu indicky . Tan je vád , to znamená","děkuju",". V Indii žije víc než miliarda lidí , představ","written","f","u","u","written","f"
"Indická nevěsta","Aha , “ reagoval Skarre . „ Tak vám zatím","děkuji",". “ „ No jistě , není za co .","written","f","i","i","written","f"
"Indická nevěsta","“ Sejer se tyčil ve dveřích . „ Jo ,","děkuju",", “ zalhal Goran . „ To je fajn .","written","f","u","u","written","f"
"Nejvyšší utajení","gardéniové vůně a políbil ji na tvář . „ Moc","děkuju",", “ řekl jí . „ Taxík ji tady před","written","f","u","u","written","f"
"Nejvyšší utajení","Bobby , a posunul jsi mě dost daleko . Mnohokrát","děkuju",". “ Fane zavěsil a vyťukal další číslo . „","written","f","u","u","written","f"
"Out","jakoby nic . “ „ Dobře . Hrozně moc ti","děkuju",", Masako , a promiň , že ti ho nechávám","written","f","u","u","written","f"
"Out","se slzami v očích . „ Vážně ti hrozně moc","děkuju",". Vůbec nedokážu uvěřit , že pro mě něco takovýho","written","f","u","u","written","f"
"Out","„ Haló , tady Hirosawa . “ „ Aha ,","děkuji",". Je něco nového ? “ „ No , trošku","written","f","i","i","written","f"
"Out","ale jenom voda z kohoutku . “ „ Ne ,","děkuji",". “ Koutkem oka zahlédl obsah lednice . Nebylo tam","written","f","i","i","written","f"
"Out","Jak se ti daří ? “ „ Docela dobře ,","děkuji","za optání , “ usmála se , ale Satake cítil","written","f","i","i","written","f"
"Out","konečně se uklonila . „ No , tak vám moc","děkuji",". “ Byl to sice jen zběžný rozhovor , ale","written","f","i","i","written","f"
"Out","přinést při podobné příležitosti něco takového ? „ Velmi vám","děkuji",". Pojďte se prosím posadit , “ řekla mu a","written","f","i","i","written","f"
"Číňan","ale zřejmě máte pravdu . “ „ Zatím vám tedy","děkuji",". “ Doktorka odešla . Když Vivi Sundbergová v pokoji","written","f","i","i","written","f"
"Číňan","pátrání po pachatelích komplikovaných zločinů . “ „ Samozřejmě vám","děkuji",", že jste nás vyhledala . “ Odložil pero a","written","f","i","i","written","f"
"Číňan","protože tam zítra předsedá žena . “ „ Moc vám","děkuji",". “ „ Uděláme vše pro to , abychom napravili","written","f","i","i","written","f"
"Sukuba 1","McKeanové , Jimovi McCarthymu a Johnovi Sconamigliovi . Moc vám","děkuju",", že jste mě vedli a radili mi . 1","written","f","u","u","written","f"
"Sukuba 1","zatvářila se překvapeně . „ Díky … “ „ Já","děkuju","za info o Erikovi . “ Zamyslela jsem se a","written","f","u","u","written","f"
"Sukuba 1","si dovedu představit . “ „ Rozhodně . Jo a","děkuju","za tu malířskou sadu . “ „ Doufám , že","written","f","u","u","written","f"
"Sukuba 1","a opravdu se mi líbily . „ Že vašemu kamarádovi","děkuju",". Mám jedny šaty , ke kterým to bude vypadat","written","f","u","u","written","f"
"Sukuba 1","přinutila k úsměvu a zdvořile odpověděla : „ Dobře ,","děkuji",". “ „ To si dovedu představit , “ řekla","written","f","i","i","written","f"
"Pravda","“ pronesl Villani . „ Pokud nemáte čím přispět ,","děkuju","vám a sbohem . “ „ Promiňte ? “ naštětil","written","f","u","u","written","f"
"Pravda","jí dovolat . “ „ To mi nemusíš připomínat ,","děkuju",". “ Telefon oněměl . Villani znovu zkusil Lizziino číslo","written","f","u","u","written","f"
"Pravda","„ Snídani ? “ zeptala se . „ Ne ,","děkuju",". Velkou černou kávu , prosím . “ Když odešla","written","f","u","u","written","f"
"Pravda","pomohla . Jsme vašimi dlužníky . “ „ Tedy ...","děkuji","vám . “ Procházeli zpět obývacím pokojem a chodbou ,","written","f","i","i","written","f"
"Pravda","vhodný pro ochranku , “ namítl Villani . „ Ale","děkuju","vám . “ „ Nebuďte tak rychlý , kamaráde ,","written","f","u","u","written","f"
"Pravda","Villani vstal , Birkerts ho následoval . „ Dobrá ,","děkuji","vám , paní Hoganová . Znala jste paní Crossleyovou ?","written","f","i","i","written","f"
"Pravda",", kamaráde . “ „ Děkuju . “ „ A","děkuju","za svého tátu . “ Myslel na Dekea Murraye ,","written","f","u","u","written","f"
"Holubice smrti","Spokojíme se s jakýmikoli řešením , které navrhneš , a","děkuji","ti za tvou laskavost . Což nejsme jako ten poutník","written","f","i","i","written","f"
"Holubice smrti","můžeme tam dojít před setměním . “ „ Tak ti","děkuji",", bratře Metelle . Tvojí pomoci si vážíme . Vraťme","written","f","i","i","written","f"
"Holubice smrti","se rozhodl dále nenaléhat . „ Heraclie z Konstantinopole ,","děkuji","ti za tvou pomoc . Vlastně bych ti patrně měl","written","f","i","i","written","f"
"Holubice smrti","„ V tom případě , “ odpověděl Eadulf , ti","děkuji","i za to málo . Jak se jmenují ti válečníci","written","f","i","i","written","f"
"Holubice smrti","“ Pak oslovil zvýšeným hlasem ostatní . „ Přátelé ,","děkuji","vám za to , co jste udělali . Jsem člověk","written","f","i","i","written","f"
"Holubice smrti","zamyslela . „ To mi velice pomohlo . Ještě jednou","děkuji",". “ Malá společnost se se starou ženou rozloučila u","written","f","i","i","written","f"
"Vzkaz v láhvi",", do čeho se vám samotnýmu nechce . Takže říkám","děkuji",", nechci . Jestli se vám do toho nechce ,","written","f","i","i","written","f"
"Vzkaz v láhvi",", že by projevoval velký zájem . „ Ne ,","děkuji",". Stačí nám vaše slovo . Později jste ale kontaktovali","written","f","i","i","written","f"
