"source","left_context","verb","right_context","korpus","gender","verbform","verbform_factor","korpus_factor","gender_factor"
"09A126N","co to je . že ty si tak hodná   (se smíchem)","děkuju",". (smích)   přitom ale to je   naprosto . samozřejmý .","oral","f","u","u","oral","f"
"09A134N","(smích)   Manko   já . prosim tě . no jo tak","děkuju","dyť je to tam napsaný .. ták ták   von .","oral","f","u","u","oral","f"
"09A134N",". ani kafe . ani čaj ?   nechceš   Růží ne","děkuju",". vůbec nic   vemte si holky . vochutnejte si .","oral","f","u","u","oral","f"
"09A135N",". já ho stejně   ne ne ne   normálně   nenosím (nesrozumitelné)","děkuji","ale .   já ho nemám k čemu nosit   (odmlčení)   si","oral","f","i","i","oral","f"
"09A136N","to dělá jenom jako vedlejší   činnost   však   to jo no","děkuju",". nechci nic řikat ale unikaj miliardy .   z rozpočtu","oral","f","u","u","oral","f"
"09A137N","já to odnesu .. teda   (odmlčení)   no   ale není to","děkuju","teda jako ze svý @ ze   svý to   a to","oral","f","u","u","oral","f"
"09A139N","ňáký pití tak si dojděte   já si eště naleju támle","děkuju","tam je totiž ta Magnézie tak .   (nesrozumitelné)   no .","oral","f","u","u","oral","f"
"09A143N","rozpustí   jo   (odmlčení)   takové hnusné . hnusně vypadající jakože .","děkuju",".   eště   ho nedávej .   (nesrozumitelné) .   (smích) zeleno jaké","oral","f","u","u","oral","f"
"09A143N","den ..   a potom ňáký eucharisto to je jako (se smíchem)","děkuji","..   to je všechno voni tam uměli víceméně už i","oral","f","i","i","oral","f"
"09A150N","dílo ? .   veledílo .   vemte si eště čokoládu .","děkuju","já už sem měla dvě a už sem taková   (citoslovce a povzdech)","oral","f","u","u","oral","f"
"09A152N","toho alobalu to z té vanilky co říkáš ?   je","děkuju","mockrát   (odmlčení)   toto je všechno na vyhození ? .   taji","oral","f","u","u","oral","f"
"09A164N","papíru   (odmlčení)   chcete támle koláč ?   (odmlčení)   teďka ne .","děkuju","koláč chceme snídat   já si dám k snídani ráda určitě","oral","f","u","u","oral","f"
"09A164N","že   tam ňáký máte že jo ručníky ? . super","děkuju",".   tam sou ručníky sou čistý připravený .   jo tak","oral","f","u","u","oral","f"
"09A171N","doufam že se   ti to bude líbit takže   dobře .","děkuju",".   všechno   nejlepší hodně štěstíčka a zdravíčka .   děkuji děkuji","oral","f","u","u","oral","f"
"09A171N",". děkuju .   všechno   nejlepší hodně štěstíčka a zdravíčka .","děkuji","děkuji   ať seš spokojená .   diky diky .   ať se","oral","f","i","i","oral","f"
"09A171N","děkuju .   všechno   nejlepší hodně štěstíčka a zdravíčka .   děkuji","děkuji","ať seš spokojená .   diky diky .   ať se neustále","oral","f","i","i","oral","f"
"09A171N","krásné narozeniny dvacítko . s řidičákem   jo (nesrozumitelné) děkují .","děkuju",". je . no .   ty jo . jé to","oral","f","u","u","oral","f"
"09A171N","hodně dobrý   (nesrozumitelné) bylo vymyšlený totiž víš ? . tak","děkuji","za kafíčko .   jo není zač prosim tě doufám že","oral","f","i","i","oral","f"
"09A171N",".   nebo moc silný ? . supr ..   @ výtečný","děkuju","(nesrozumitelné) .. no ne ty jo . řidičák to jako","oral","f","u","u","oral","f"
"09A171N","(smích)   (nesrozumitelné) supr . ne ale geniální . geniální .","děkuju","no tak   jako vidíš jakou mám   barvu ne ? .","oral","f","u","u","oral","f"
"09A171N","srstky .   (smích)   (nesrozumitelné) ten je boží .   zrzky (nesrozumitelné)","děkuji",". děkuji já ho musim zkusit to je ti   jasný","oral","f","i","i","oral","f"
"09A171N","(smích)   (nesrozumitelné) ten je boží .   zrzky (nesrozumitelné)   děkuji .","děkuji","já ho musim zkusit to je ti   jasný   dobře   dobře","oral","f","i","i","oral","f"
"09A171N","zeleným modelům co máš .   ty sou uplně krásný .","děkuju","ty sou   boží ty seš tak šikovná to je drsný","oral","f","u","u","oral","f"
"09A171N","su ráda . (nesrozumitelné)   ale .. ty sou perfektní .","děkuju","ty seš   zlato uplně největší .   su ráda (smích) .","oral","f","u","u","oral","f"
"09A171N","co jako a vypadá   (nesrozumitelné)   to uplně krutě .   moc","děkuju","hej zr* . zrzavý   mikádo a roláček . tyrkysovej   k","oral","f","u","u","oral","f"
"09A171N","ideální dlouhý rukávy .   (nesrozumitelné) ne je   (citoslovce)   boží hej","děkuju","já mam radost (smích)   prosím prosím .   ukaž ještě jak","oral","f","u","u","oral","f"
"09A171N","krásný ale . ty se mně tak strašně líbí .","děkuju",".   ne ty sou úžasný jako .   to byla právě","oral","f","u","u","oral","f"
"09A171N","ti to   (nesrozumitelné)   povedlo   seš kočka .   (nesrozumitelné) (smích)   (se smíchem)","děkuju","děkuju (smích)   můžeš jit balit kamkoliv jako .   to je","oral","f","u","u","oral","f"
"09A171N","to   (nesrozumitelné)   povedlo   seš kočka .   (nesrozumitelné) (smích)   (se smíchem) děkuju","děkuju","(smích)   můžeš jit balit kamkoliv jako .   to je boží","oral","f","u","u","oral","f"
"09A171N","sem .   že to .   hmm   že ti prej jo","děkuju","že ti prej chcou odjíždět z oslavy na papeže .","oral","f","u","u","oral","f"
"09A172N","to nemoh ..   protože .. nebyly .. @ včas +","děkuji","+ @ nebyl připojený proud .. ale . na to","oral","f","i","i","oral","f"
"09A180N","dostat taky jo ..   jo   jakej titul dostal ? ..","děkuji","(nesrozumitelné)   Judr ..   Judr .   to je právní jo .","oral","f","i","i","oral","f"
"09A186N","má takovou .   schopnost . no .. dobrou chuť .","děkuji","..   no a . tak abych tam . jako u","oral","f","i","i","oral","f"
"09A211N","no   eště přinesu   jezte víno já eště přinesu vám (nesrozumitelné)","děkuju",". děkuju . já sem se ptal jesi   NP   ňáký","oral","f","u","u","oral","f"
"09A211N","přinesu   jezte víno já eště přinesu vám (nesrozumitelné)   děkuju .","děkuju",". já sem se ptal jesi   NP   ňáký eště něco","oral","f","u","u","oral","f"
"09A211N","mam chuť tu becherovku jenom   (nesrozumitelné) z toho měla kostým","děkuju","to se vyprávělo   po Dyníně . šenkýřka . viď .","oral","f","u","u","oral","f"
"09A221N","počká .   já se do něj klidně potom pustím .","děkuju","(odmlčení)   ale jo ale to je prostě fakt že jako","oral","f","u","u","oral","f"
"09H015N","to nevadí .   tak tady tak tady ho máš teda","děkuji","(povzdech) ..   no   jak si řikala o tom strašidle   tak","oral","f","i","i","oral","f"
"09H015N","toho na Paku   a . a jako projedete   velice vám","děkuju","skočila do auta a jeli jinam   (smích)   já sem řikala","oral","f","u","u","oral","f"
"09H015N","dělaj policajti   to mi dycky řikala ta -   (se smíchem) tak","děkuju","no ne tak třeba policajti že jo ..   a nemoh","oral","f","u","u","oral","f"
"09H035N","příležitosti ti přeji . ke Dni matek   hmm . to","děkuju","(odmlčení)   no takže .. a jo vidíš to   to sem","oral","f","u","u","oral","f"
"09H037N",". tak to je dobře   seš fakt šikovná   no .","děkuji","teda teda todle bych nedokázala   (smích)   ani kdyby mě zavřeli","oral","f","i","i","oral","f"
"09H037N","no   tak to už vím no tak už vim (nesrozumitelné)","děkuju","prosim . tak vona Terezka já sem právě na to","oral","f","u","u","oral","f"
"09H037N","jako normálně těm* těma neštovicema to začalo   (nesrozumitelné)   já vám","děkuju","ale já no . sem strašně ztloustla   sem schválně nakrájela","oral","f","u","u","oral","f"
"09H037N","musím jít běhat   (smích)   už menčí to nešlo   ne Marti","děkuju","(smích)   musim jít běhat .   no my sme dostali ty","oral","f","u","u","oral","f"
"09H038N","podlahu   (odmlčení)   můžu vám eště přidat perník ?   vemte si","děkuju","je výbornej ale   si myslim že to musíme snad zajíst","oral","f","u","u","oral","f"
"09H038N","kynu hned   já nemůžu já hned vo pět kilo přibydu","děkuju","bylo to výborný . kafe taky nám bodlo   děkujem .","oral","f","u","u","oral","f"
"09M002N","todle sem našla . (zpívá)   (nesrozumitelné)   mohla to udělat +","děkuji","naschledanou   + mohla to udělat   mohla . ale zase pak","oral","f","i","i","oral","f"
"09M002N","ti do ní nacpu tenisák   (odmlčení)   ty seš ale drzej","děkuji","(odmlčení)   budu to brát jako .. kompliment   no .. tak","oral","f","i","i","oral","f"
"09M002N","bolet . chápu   (smích)   jak jí řekl kamarád rozumím a","děkuji","(smích)   no já sem si všimla že vona všechny mlátí","oral","f","i","i","oral","f"
"09M022N","zimě tak -   jo pak mi to nachystej a   (odmlčení)","děkuju","..   jo ?   hmm   to bude hodně drahé ale   (se smíchem)","oral","f","u","u","oral","f"
"09P002N","napravim možná že vstanu eště . neupadnu ..   tak   prosím","děkuji",".   rádo se stalo   (smích)   ježišm*   jejejku tak vy chcete","oral","f","i","i","oral","f"
"09P002N","domluvit .   no tak jako že jo . a .","děkuju","já sem se   na to pardon prosím . já sem","oral","f","u","u","oral","f"
"09P003N","no   (nesrozumitelné)   jesi chceš talířek tak můžeš Hani   jo (se smíchem)","děkuju","(smích)   (smích)   no ne aby si si   mohla by si","oral","f","u","u","oral","f"
"10A001N","co to je ?   to je dárek pro tebe   tak","děkuju","to je .   co to je ?   na hraní to","oral","f","u","u","oral","f"
"10A001N","na červenou eště   musíme to   (smích)   vona byla   bezva tak","děkuju","mockrát   musíme si to přečíst eště (odkašlání)   to je asi","oral","f","u","u","oral","f"
"10A001N","nevim proč já sem se ptal proč to takle (nesrozumitelné)","děkuju",". děkuju   to je teda   no   neni to z diskotékovejch","oral","f","u","u","oral","f"
"10A001N","já sem se ptal proč to takle (nesrozumitelné)   děkuju .","děkuju","to je teda   no   neni to z diskotékovejch potřeb   ale","oral","f","u","u","oral","f"
"10A001N","vyrobeno . na Tchaiwanu   jo . kouknu . no tak","děkuju","mockrát   já sem si dělal   srandu to já nevim jakej","oral","f","u","u","oral","f"
"10A001N","mockrát   já sem si dělal   srandu to já nevim jakej","děkuju","to je   samozřejmě a ty si dostal táto   co tohleto","oral","f","u","u","oral","f"
"10A001N","to je dobrý   (odmlčení)   musíš to všem doma rozlejvat   já","děkuju","(nesrozumitelné)   v tom krokoměru to bysme mohli nastavit rovnou abys","oral","f","u","u","oral","f"
"10A031N","pořád píšeš Kvido viď a tak   jako no . je","děkuju","no kva* . kvadrant .   (smích)   ale to s kv","oral","f","u","u","oral","f"
"10A072N","(smích)   už @ ..   tam už neni ? .. jé","děkuju","super @ ..   jé mně se chce na záchod ..","oral","f","u","u","oral","f"
"10A078N","očima .   jo ? . kruhy pod očima no výborný","děkuju","ti teda ..   (se smíchem) tak já mysím na tvoje zdrave","oral","f","u","u","oral","f"
"10A084N","jak se to ř* ne jakože   ti   pomůže . ano","děkuji","asistenční . jo ale tež sem to   to neměl no","oral","f","i","i","oral","f"
"10A123N","(nesrozumitelné)   chudák Ondra . (nesrozumitelné) schytal teda ..   (nesrozumitelné) děkujem","děkuju","(nesrozumitelné)   (odmlčení)   a teď je docela sympatickej   to asi jo","oral","f","u","u","oral","f"
"10A131N","chceš vzít sebou ? . ti můžu nabídnout .   no","děkuju","(nesrozumitelné) do vlaku   (se smíchem) do vlaku   já sem to přivez","oral","f","u","u","oral","f"
"10A132N","keramičky . kosmetičky kadeřnice   umělecký no . já vím no","děkuju","to je   dám si to do tašky a zitra tam","oral","f","u","u","oral","f"
"10A138N","bych si malinko dala dyžtak jenom tak . cmrnd   (odmlčení)","děkuju","..   stačí . dík   (nesrozumitelné)   no jo   no tak to","oral","f","u","u","oral","f"
"10A145N","sloveso .   (se smíchem) verbium .   verbium ! .   sloveso .","děkuju","..   (se smíchem) verbium (smích) .   víš co my co známe","oral","f","u","u","oral","f"
"10A148N","já si pamatuju enom jak mně kdysi řekla že .","děkuju","za umyté schody .   víš . ty navrch .   já","oral","f","u","u","oral","f"
"10A155N","chtělo by to kúpit nejaké   aby sis osladila život   (se smíchem)","děkuju","nejaký ten   děkuju   oříšková . prosím   tablety   (ruch)   kondro forte","oral","f","u","u","oral","f"
"10A155N","kúpit nejaké   aby sis osladila život   (se smíchem) děkuju   nejaký ten","děkuju","oříšková . prosím   tablety   (ruch)   kondro forte bych si měl","oral","f","u","u","oral","f"
"10A160N","tam nic neni ..   mam mandle dybys chtěla   (se smíchem) ne","děkuju","a houby   ja sem právě přemejšlela jesi vám nepřivézt něco","oral","f","u","u","oral","f"
"10A182N","šaty .   ale prostě já nikam nechodim .   takže mockrát","děkuju","no já   už teď taky nikam nechodim   no já začnu","oral","f","u","u","oral","f"
"10L004N","jo . snad jo . čoveče   (více mluvčích)   nedám   ne .","děkuju",". mně nepřej prosim tě . sme si nikdy nepřály","oral","f","u","u","oral","f"
"10L004N",". mně nepřej prosim tě . sme si nikdy nepřály","děkuju","(nesrozumitelné) nepřály . tak   no tak to jenom jako tady","oral","f","u","u","oral","f"
"10L006N","? .   nechceš džus ?   máš ?   je tady no","děkuju","počkej . tak tu vodu teda +   + tu můžeš","oral","f","u","u","oral","f"
"10L006N","je tadyten .. salát a mango .   @ já nechci","děkuju",". jesi chceš ty tak si vezmi   ne ne .","oral","f","u","u","oral","f"
"10L006N","chtěla   jo já vim ale já asi . ani nechcu","děkuju",".   mně stačí ten rohlík   hmm   (odmlčení)   díky ..   jak","oral","f","u","u","oral","f"
"10L006N","vem tu šunku .. ta je z pátku   já nechci","děkuju",".   @ .   tu sem měl .. v pátek .","oral","f","u","u","oral","f"
"11A008N","no právě (smích)   tak jenom skleničku a pojedem pak   jejdamane","děkuju","za kafe   ale prosim tě neni za co (nesrozumitelné)   v","oral","f","u","u","oral","f"
"11A048N","tebe bych tipoval spíš na tu . +   + Samanthu","děkuji","(smích)   hmm super ano   úžasné .   (smích)   (smích)   (smích) já","oral","f","i","i","oral","f"
"11A056N",". děkujem   (odmlčení)   pardon jesi tam eště máte   jo .","děkuju","a on že já chcu aby došla sama protože ..","oral","f","u","u","oral","f"
"11A060N","dobré myslím   jako . tak je to uplně dobré no","děkuju",".. je to je super   a to eště @ dojel","oral","f","u","u","oral","f"
"11A065N",". taji nic takového nenajdete .   jo tak já vám","děkuju",".   nemáte za co ..   si dělá . si dělala","oral","f","u","u","oral","f"
"11A065N","..   ježiš u Ježíše bylo dvanást   ne mučedník*   apoštolů   apoštolů","děkuji",". tak taky to číslo dvanác je tam taky magické","oral","f","i","i","oral","f"
"11A075N","na kožní .   hele . ale červená .   @ .","děkuju",". víš kolik stojí . kilo třešní v zelenině ?","oral","f","u","u","oral","f"
"11A075N","ti ji dám .   já sem takový už měla   (zpěv)","děkuji",".. @ .. uplně . ta je do ledvin .","oral","f","i","i","oral","f"
"11A075N","seš blbka (nesrozumitelné)   (odmlčení)   tak (nesrozumitelné)   je ty #s   žehlila","děkuju",".   no .   ty rosteš (nesrozumitelné)   (odmlčení)   račte ochutnati ..","oral","f","u","u","oral","f"
"11A076N","aby to aby to bylo spravedlivý   aby taky umřela .","děkuji",".. jo .   ne . chci aby to přežila .","oral","f","i","i","oral","f"
"11A076N","jenom se dívám .   jo dem si to pustit .","děkuju","eště jednou .   není zač já   tak a tadyhlen už","oral","f","u","u","oral","f"
"11A077N","a tadyhlen už máš tu . polévku .   jo   (odmlčení)","děkuju","(odmlčení)   pust mě   (odmlčení)   (nesrozumitelné) .   hmm   (odmlčení)   abych ti","oral","f","u","u","oral","f"
"11A077N","rohlik takle .   ne dobrý .   mně uplně   nechceš   stačí","děkuju","nechceš .. ale když se tohlento   u* udělá v troubě","oral","f","u","u","oral","f"
"11A077N","tajihlentu část   hmm .   ty ulice . vem si tajhlen","děkuju",".. děkuju   tajihlenty   ulice   no   a přešla sem přes to","oral","f","u","u","oral","f"
"11A077N","hmm .   ty ulice . vem si tajhlen   děkuju ..","děkuju","tajihlenty   ulice   no   a přešla sem přes to . a","oral","f","u","u","oral","f"
"11A078N","to .   já se tam totiž .   (nesrozumitelné) nedostanu   (odmlčení)","děkuju","(odmlčení)   no .. to ne víc .   mně to stačí","oral","f","u","u","oral","f"
"11A084N","ne (se smíchem) prostě fakt že vůbec jako . že .","děkuji","ti za podporu . děkuji i vaší mamce . děkuji","oral","f","i","i","oral","f"
"11A084N","vůbec jako . že .   děkuji ti za podporu .","děkuji","i vaší mamce . děkuji i tvojemu taťkovi (se smíchem) prče","oral","f","i","i","oral","f"
"11A084N","děkuji ti za podporu . děkuji i vaší mamce .","děkuji","i tvojemu taťkovi (se smíchem) prče   furt jako že ju pozdravují","oral","f","i","i","oral","f"
"11A085N","odlíčím . pak ti to dám   jo tak   jo   (nesrozumitelné)","děkuju","děkuju   (nesrozumitelné) vod . vod ňáký vod ňáký cestovky prostě","oral","f","u","u","oral","f"
"11A085N",". pak ti to dám   jo tak   jo   (nesrozumitelné) děkuju","děkuju","(nesrozumitelné) vod . vod ňáký vod ňáký cestovky prostě z","oral","f","u","u","oral","f"
"11A106N",".   no .   eště to .   a prd . tak","děkuju","tacínku že si mi teda nafouknul kolo ale jako   to","oral","f","u","u","oral","f"
"11A106N","je výborná . řekněte kuchařce že je výborná .   ale","děkuju","..   no . to hlavně že sme dojeli dobře .","oral","f","u","u","oral","f"
"11A106N","děda fotil .   za jízdy .   byli sme se .","děkuju",". byli sme se   podívat na motýli .. (nesrozumitelné) krásný","oral","f","u","u","oral","f"
"11L007N","?   hmm .   Kačenko tady   (nesrozumitelné)   ty máš míč ?","děkuju","..   no co ty #s vařil Teji ? .   no","oral","f","u","u","oral","f"
"11L011N","dyž je teprve štvrt na deset   podej mu meda ..","děkuju","(smích)   poď si vzít tady med . já to tam","oral","f","u","u","oral","f"
"11M004N","ňákejch   si nabídni buchtu až budeš mít chuť   jo jo","děkuju","..   @ . pak sme vymysleli jako pár úkolů jako","oral","f","u","u","oral","f"
"11M006N","taji takovýhle výzkumy a něco s tím udělají jako ..","děkuji","uznávám že +   to nebylo pro mě ?   si kus","oral","f","i","i","oral","f"
"11M007N","dort .   chceš kósek toho ?   emm ne ne ne","děkuju","bylo to výborný naprosto   jo ? .   tam je nějakej","oral","f","u","u","oral","f"
"11P001N",".   můžeš .. ti taky možná něco koupíme koloběžku .","děkuju","ne říkal sem že bych se jel někam podívat   že","oral","f","u","u","oral","f"
"02A030N","..   jedna ku jedný .   jedna ku jedný . dobře","děkuju","..   (hlasitý hovor v pozadí)   heleď se (nesrozumitelné)   (nesrozumitelné) abys to měla už","oral","f","u","u","oral","f"
"02A030N","nemám tetanovku a hned mně ji pích   no +   prosim","děkuju","+ nejdřív mně pích injekci na   uklidnění pak tetanovku takže","oral","f","u","u","oral","f"
"02A038N","(hlasitý hovor v pozadí)   to je moje ? .. já už asi nechci","děkuju","za dárky   nechcete ? ..   všichni no   Míša chce   avanti","oral","f","u","u","oral","f"
"02A038N","@ . den předem mu zavolám a .. (hlasitý hovor v pozadí) .","děkuju","..   (hlasitý hovor v pozadí)   @ ..   (hlasitý hovor v pozadí)   jo nebo střik ? ..","oral","f","u","u","oral","f"
"02A038N","(hlasitý hovor v pozadí)   teď vo víkendu ne ? ..   kapitola šest osm","děkuju","..   (hlasitý hovor v pozadí)   sme taky jenže s Miloškem to se vůbec","oral","f","u","u","oral","f"
"03A001N","chlapský funkce   a . @ tam prostě   chodili normálně +","děkuji","+ Češi +   jako nalejvání vína ? ..   hmm   +","oral","f","i","i","oral","f"
"03A001N","to je   taky moje   já si je dám ráno +","děkuju","děkuju   + já si dám ráno . (nadechnutí) i když","oral","f","u","u","oral","f"
"03A001N","je   taky moje   já si je dám ráno +   děkuju","děkuju","+ já si dám ráno . (nadechnutí) i když co","oral","f","u","u","oral","f"
"05A014N",". pro mámu +   (nesrozumitelné)   @ nechci . nechci .","děkuju","+ pro . mámu Kubovu protože sme měli večer .","oral","f","u","u","oral","f"
"05A014N","a de pryč a já řikám no tak to ti","děkuju","za podporu teda teďka zrovna . tak přišel utrh to","oral","f","u","u","oral","f"
"05A021F","..   (hluk v pozadí)   co eště ? ..   to je všechno .","děkuju","..   (hluk v pozadí)   děkuju ..   (hluk v pozadí) (zvuk z rádia)   @ mohla bych se","oral","f","u","u","oral","f"
"05A021F","eště ? ..   to je všechno . děkuju ..   (hluk v pozadí)","děkuju","..   (hluk v pozadí) (zvuk z rádia)   @ mohla bych se jenom zeptat @","oral","f","u","u","oral","f"
"05A021F","my to vždycky připravujem den předtim +   jasný . tak","děkuju",". no . určitě   + jo protože by se to","oral","f","u","u","oral","f"
"05A021F","na sedmou   nestačilo jo ? ..   jasný   tak jo .","děkuju","hmm ..   (hluk v pozadí) (zvuk z rádia)   to sou (nesrozumitelné) dvacet čtyři ..","oral","f","u","u","oral","f"
"05A021F","můžete no ..   (hluk v pozadí) (zvuk z rádia)   devadesát osum ..   (hluk v pozadí) (zvuk z rádia)","děkuju","prosim ..   (hluk v pozadí) (zvuk z rádia)   nashledanou   nashledanou   tak ..   (ruch z ulice)   kdy","oral","f","u","u","oral","f"
"05A068N","(smích)   (smích nesrozumitelný hovor více mluvčích najednou)   nechceš si dát víno ?   (nesrozumitelné) .   né","děkuju",".   to máme my . právě přímo pro tebe .","oral","f","u","u","oral","f"
"05A089N","? .. aby jí někdo nekoupil . tak jo .","děkuju",". tak já sem tady tak za . nejpozději za","oral","f","u","u","oral","f"
"05A089N","do   pul třeti   hmm   do půl třetí . dobře .","děkuju","..   (hluk v pozadí)   tak co a myslíš že to je hezký","oral","f","u","u","oral","f"
"05A091N","no a já řikam eště počkejte ne voni jo tak","děkuju","nashledanou . no a volaj třeba kvůli úplnejm kravinám +","oral","f","u","u","oral","f"
"05A121N","třeba   nemam ty jo . a koláč byl výbornej .","děkuju","moc . do práce ? ..   a v kolik chodí","oral","f","u","u","oral","f"
"05A123N","sem že jo přinesla   ta bábovka je dobrá   jo .","děkuju","ale to . měla Ivča taky . halušky . eště","oral","f","u","u","oral","f"
"05A123N","takovej dlouhej no ..   (pauza)   pověsíš jí tam ? ..","děkuju","a co to je teda za značku ? ..   to","oral","f","u","u","oral","f"
"05A165N","tady tahne   oni otevřeli .   hmm   no .   tahnou .","děkuji","tahnut   (hluk v pozadí) (rušivý zvuk)   táhněte do pokoje +   všichni pryč .","oral","f","i","i","oral","f"
"05A180N",". abych ti přivez tašku speciálně pro tebe   připomenu .","děkuju","..   (hluk v pozadí)   máte hodně jablek ? ..   asi jo .","oral","f","u","u","oral","f"
"05H017N","úplně pokazené . (smích)   no . (nadechnutí) á no .","děkuju","á . oni normálně jako že . nám říkali že","oral","f","u","u","oral","f"
"05H017N","strašně   vychvaloval že to . že strašně moc dobře   jé","děkuju",". parádní já ho   učí   dějiny   ju . líbí ?","oral","f","u","u","oral","f"
"05H017N","to jo   jasný   dej mi půlku . (smích)   to ovládal","děkuju","takový řekla bych jako mě sympatičtější jako Kmošek ..   (zvuk z rádia)","oral","f","u","u","oral","f"
"05H017N","neotevřu to ani (nesrozumitelné)   hmm . to já taky   jů","děkuju","ale on je strašně . on strašně moc ví   cože","oral","f","u","u","oral","f"
"05H017N",". (smích) ..   (smích) (rušivý zvuk)   máš pěknou mikinku . Péťo","děkuju","..   (hluk v pozadí)   tak co bude ? .. dem se   chystat","oral","f","u","u","oral","f"
"05H017N","my ne   hmm ..   (hovor v pozadí)   to je . není zač","děkuji","mnohokrát ..   (hluk v pozadí)   no my eště musí* jéžiš já dyž","oral","f","i","i","oral","f"
"05H017N","hoď mi to   sem tam už dala jo ? ..","děkuju","ale a pověsíte si   to nebo mám to   no já","oral","f","u","u","oral","f"
"05H025N","ze sýrem . moucha tě tu otravuje   Filipův . ne","děkuju",". (nadechnutí) já si vezmu   jenom   takže počkej ty ..","oral","f","u","u","oral","f"
"05H027N",". (pousmání) a je jasný že +   to je hezký","děkuju","ale . (pousmání)   + (smích) . no ale . dyť","oral","f","u","u","oral","f"
"05H044N","to byla pařba uplně nejvyšší prostě   Mňága a Ždorp   +","děkuju","bohu že sme stály v první řadě a uplně sme","oral","f","u","u","oral","f"
"05H051N","taky donýst . tak to mi dej k Vánocům .","děkuju","teď už mně tam nezbylo jich moc čekám   co zase","oral","f","u","u","oral","f"
"05H051N","tak mi je vyleštil . tak sem řikala . tak","děkuju","nashledanou . (pousmání) ale docela hustý tam měli fakt pěkný","oral","f","u","u","oral","f"
"05H053N","pomoct +   přátelé já mám takový návrh   + víš ale","děkuju",". ale . nepovedlo se . (smích) ..   (smích)   ne","oral","f","u","u","oral","f"
"05P005N","ne   tak . to je pro mě ? ..   hmm","děkuji","..   (hluk v pozadí) (zvuk z televize)   hele je tam . to dávali bez","oral","f","i","i","oral","f"
"05P005N","výbornej   tak sem na todle zvědavá co (nesrozumitelné)   (rušivý zvuk) .","děkuji","děkuji dobrou chuť   to sem teda . počkej a to","oral","f","i","i","oral","f"
"05P005N","tak sem na todle zvědavá co (nesrozumitelné)   (rušivý zvuk) . děkuji","děkuji","dobrou chuť   to sem teda . počkej a to je","oral","f","i","i","oral","f"
"05P005N","to sem se   najedla . ale bylo to výborné .","děkuji",". já snad vemu kousek babičce ochutnat .. děkuji děkuji","oral","f","i","i","oral","f"
"05P005N",". děkuji . já snad vemu kousek babičce ochutnat ..","děkuji","děkuji ..   (zvuk z televize)   neni zač ..   (zvuk z televize)   to je strašný","oral","f","i","i","oral","f"
"05P005N","děkuji . já snad vemu kousek babičce ochutnat .. děkuji","děkuji","..   (zvuk z televize)   neni zač ..   (zvuk z televize)   to je strašný viď","oral","f","i","i","oral","f"
"05P005N","cihly . já nevim Family . Famyho   Famiéne   Famiéne .","děkuji","klasí* . *k   a voni sou   takový dvoubarevný no   to","oral","f","i","i","oral","f"
"05P005N","ten sopouch . protože +   tak ho . jako .","děkuju",". ten komín   + vyzdíme to někam . (odkašlání) sem","oral","f","u","u","oral","f"
"06A140N",". jo . no a takle sme ho sušili .","děkuju","..   (hovor v pozadí)   děkujem   děkujem   a můžu vás poprosit eště tři","oral","f","u","u","oral","f"
"06A140N","tři deci ..   (hovor v pozadí)   a vobyčejnou vodu z kohoutku .","děkuju","..   (hluk v pozadí)   jak sme to takle v* sušili tak to","oral","f","u","u","oral","f"
"06A140N","drobně těch modřin . tak sme řikali že až .","děkuju",". (hovor v pozadí) že až nás Miloš naštve . tak prostě","oral","f","u","u","oral","f"
"06A141N","se vyjádřit a von tě buď vyvolá nebo řekne nechci","děkuji","..   (smích)   hmm   takže nechci děkuji   vidíš . třeba nebudeš","oral","f","i","i","oral","f"
"06A141N","vyvolá nebo řekne nechci děkuji ..   (smích)   hmm   takže nechci","děkuji","vidíš . třeba nebudeš mluvit ..   (smích)   tak já se","oral","f","i","i","oral","f"
"06A141N","hlásit a budu doufat . (pousmání) že řekne . nechci","děkuji","..   (smích) (hluk v pozadí)   no ..   (hluk v pozadí)   holky todle mám .","oral","f","i","i","oral","f"
"06A141N","to teda +   (nesrozumitelné)   ne   jako ne . (nesrozumitelné) pěkně","děkuju","(nesrozumitelné) todle možná   tydle argumenty   budou mít otevřený   nevim co","oral","f","u","u","oral","f"
"06A141N","speciální . já nevim   a von to uznal   ne .","děkuju",". já nemám ráda mák . jo . to je","oral","f","u","u","oral","f"
"06A142N","? ..   + po čtvrt roce už   radši (nesrozumitelné) .","děkuju",". jé mami (nesrozumitelné)   barevný rovnátka ? .. jako třeba","oral","f","u","u","oral","f"
"06A142N","se nekoukám . (smích) já se jenom směju . (smích)","děkuju","mami . všechno nejlepší   děkuju   (mlasknutí) . děkuji   tady máš","oral","f","u","u","oral","f"
"06A142N","se jenom směju . (smích) děkuju   mami . všechno nejlepší","děkuju","(mlasknutí) . děkuji   tady máš . co nezklame   a tady","oral","f","u","u","oral","f"
"06A142N",". (smích) děkuju   mami . všechno nejlepší   děkuju   (mlasknutí) .","děkuji","tady máš . co nezklame   a tady máš něco na","oral","f","i","i","oral","f"
"06A142N","nezklame   a tady máš něco na památku   jé   jé .","děkuju","hele támleta . vánoční hvězda . podivej   koukám jak je","oral","f","u","u","oral","f"
"06A142N","hodně zdravíčka štěstíčka lásky   máš to tam (nesrozumitelné) . taky","děkuju",". jé děkuju   tašku s tím . tady   tak to","oral","f","u","u","oral","f"
